"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:370396"	"urn:miriam:orphanet:Orphanet_370396"	"Small cell carcinoma of the ovary"	"Small cell carcinoma of the ovary is a rare, highly aggressive, poorly differentiated ovarian neoplasm, often associated with paraneoplastic hypercalcemia. It is usually diagnosed in childhood or young adulthood at an advanced stage and presents with abdominal or pelvic mass or, rarely, symptoms related to hypercalcemia. Occasional familial cases have been reported."	"370396"
"urn:miriam:orphanet:370413"	"urn:miriam:orphanet:Orphanet_370413"	"eukaryotic translation elongation factor 2"		"370413"
"urn:miriam:orphanet:370418"	"urn:miriam:orphanet:Orphanet_370418"	"zinc finger and BTB domain containing 18"		"370418"
"urn:miriam:orphanet:37042"	"urn:miriam:orphanet:Orphanet_37042"	"Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome"	"Immunodysregulation - polyendocrinopathy - enteropathy - X-linked (IPEX) syndrome is a severe congenital systemic autoimmune disease characterized by refractory diarrhea, endocrinopathies, cutaneous involvement, and infections."	"37042"
"urn:miriam:orphanet:370921"	"urn:miriam:orphanet:Orphanet_370921"	"STT3A-CDG"	"(11q23.3)."	"370921"
"urn:miriam:orphanet:370924"	"urn:miriam:orphanet:Orphanet_370924"	"STT3B-CDG"	"(3p24.1)."	"370924"
"urn:miriam:orphanet:370927"	"urn:miriam:orphanet:Orphanet_370927"	"SSR4-CDG"	"(Xq28)."	"370927"
"urn:miriam:orphanet:370930"	"urn:miriam:orphanet:Orphanet_370930"	"XYLT1-CDG"		"370930"
"urn:miriam:orphanet:370933"	"urn:miriam:orphanet:Orphanet_370933"	"GM3 synthase deficiency"	"GM3 synthase deficiency is a rare congenital disorder of glycosylation due to impaired synthesis of complex ganglioside species initially characterized by irritability, poor feeding, failure to thrive and early-onset refractory epilepsy, followed by postnatal growth impairment, severe developmental delay or developmental regression, profound intellectual disability, deafness and abnormalities of skin pigmentation (mostly freckle-like hyperpigmented and depigmented macules). Visual impairment due to cortical atrophy (visible on magnetic resonance imaging), choreoathetosis and hypotonic tetraparesis usually appear gradually. Dysmorphic facial features may be associated."	"370933"
"urn:miriam:orphanet:370938"	"urn:miriam:orphanet:Orphanet_370938"	"Salt-and-pepper syndrome"		"370938"
"urn:miriam:orphanet:370943"	"urn:miriam:orphanet:Orphanet_370943"	"Autism spectrum disorder-epilepsy-arthrogryposis syndrome"	"(1p21)."	"370943"
"urn:miriam:orphanet:370953"	"urn:miriam:orphanet:Orphanet_370953"	"Congenital muscular dystrophy due to dystroglycanopathy"		"370953"
"urn:miriam:orphanet:370959"	"urn:miriam:orphanet:Orphanet_370959"	"Congenital muscular dystrophy with cerebellar involvement"		"370959"
"urn:miriam:orphanet:370968"	"urn:miriam:orphanet:Orphanet_370968"	"Congenital muscular dystrophy with intellectual disability"		"370968"
"urn:miriam:orphanet:370980"	"urn:miriam:orphanet:Orphanet_370980"	"Congenital muscular dystrophy without intellectual disability"		"370980"
"urn:miriam:orphanet:370997"	"urn:miriam:orphanet:Orphanet_370997"	"Muscle-eye-brain disease with bilateral multicystic leucodystrophy"	"Muscle-eye-brain (MEB) disease with bilateral multicystic leucodystrophy is a form of congenital muscular alpha-dystroglycanopathy with brain and eye anomaly characterized by severe muscle-eye-brain disease-like phenotype associated with macrocephaly and extended bilateral multicystic white matter disease, overlapping with the cerebral findings in patients with megalencephalic leukoencephalopathy with subcortical cysts."	"370997"
"urn:miriam:orphanet:371"	"urn:miriam:orphanet:Orphanet_371"	"Glycogen storage disease due to muscle phosphofructokinase deficiency"	"Muscle phosphofructokinase (PFK) deficiency (Tarui's disease), or glycogen storage disease type 7 (GSD7), is a rare form of glycogen storage disease characterized by exertional fatigue and muscular exercise intolerance. It occurs in childhood."	"371"
"urn:miriam:orphanet:371007"	"urn:miriam:orphanet:Orphanet_371007"	"Congenital muscular dystrophy with hyperlaxity"	"Congenital muscular dystrophy with hyperlaxity is a rare, genetic neuromuscular disease characterized by congenital hypotonia, generalized, slowly progressive muscular weakness, and proximal joint contractures with distal joint hypermobility and hyperlaxity. Scoliosis or rigidity of the spine and delayed motor milestones are also frequently reported. Other manifestations include a long myopathic face and, in rare cases, respiratory failure, mild to moderate intellectual deficiency and short stature. Ambulation may be impaired with time."	"371007"
"urn:miriam:orphanet:371024"	"urn:miriam:orphanet:Orphanet_371024"	"Qualitative or quantitative defects of alpha-dystroglycan"		"371024"
"urn:miriam:orphanet:371040"	"urn:miriam:orphanet:Orphanet_371040"	"Primary qualitative or quantitative defects of alpha-dystroglycan"		"371040"
"urn:miriam:orphanet:371047"	"urn:miriam:orphanet:Orphanet_371047"	"Congenital disorder of glycosylation with neurological involvement"		"371047"
"urn:miriam:orphanet:371054"	"urn:miriam:orphanet:Orphanet_371054"	"X-linked congenital disorder of glycosylation with intellectual disability as a major feature"		"371054"
"urn:miriam:orphanet:371064"	"urn:miriam:orphanet:Orphanet_371064"	"Non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature"		"371064"
"urn:miriam:orphanet:371071"	"urn:miriam:orphanet:Orphanet_371071"	"Congenital disorder of glycosylation with epilepsy as a major feature"		"371071"
"urn:miriam:orphanet:371077"	"urn:miriam:orphanet:Orphanet_371077"	"phosphatidylinositol binding clathrin assembly protein"		"371077"
"urn:miriam:orphanet:371157"	"urn:miriam:orphanet:Orphanet_371157"	"Congenital disorder of glycosylation with hepatic involvement"		"371157"
"urn:miriam:orphanet:371162"	"urn:miriam:orphanet:Orphanet_371162"	"solute carrier family 35 member A3"		"371162"
"urn:miriam:orphanet:371170"	"urn:miriam:orphanet:Orphanet_371170"	"nuclear factor kappa B subunit 2"		"371170"
"urn:miriam:orphanet:371176"	"urn:miriam:orphanet:Orphanet_371176"	"Congenital disorder of glycosylation with dilated cardiomyopathy"		"371176"
"urn:miriam:orphanet:371183"	"urn:miriam:orphanet:Orphanet_371183"	"Congenital disorder of glycosylation with cardiac malformation as a major feature"		"371183"
"urn:miriam:orphanet:371188"	"urn:miriam:orphanet:Orphanet_371188"	"Congenital disorder of glycosylation with intestinal involvement"		"371188"
"urn:miriam:orphanet:371195"	"urn:miriam:orphanet:Orphanet_371195"	"Congenital disorder of glycosylation-related bone disorder"		"371195"
"urn:miriam:orphanet:371200"	"urn:miriam:orphanet:Orphanet_371200"	"Congenital disorder of glycosylation with skin involvement"		"371200"
"urn:miriam:orphanet:371207"	"urn:miriam:orphanet:Orphanet_371207"	"Congenital disorder of glycosylation with nephropathy as a major feature"		"371207"
"urn:miriam:orphanet:371212"	"urn:miriam:orphanet:Orphanet_371212"	"Congenital disorder of glycosylation with deafness as a major feature"		"371212"
"urn:miriam:orphanet:371219"	"urn:miriam:orphanet:Orphanet_371219"	"intraflagellar transport 172"		"371219"
"urn:miriam:orphanet:371235"	"urn:miriam:orphanet:Orphanet_371235"	"Congenital disorder of glycosylation with developmental anomaly"		"371235"
"urn:miriam:orphanet:371315"	"urn:miriam:orphanet:Orphanet_371315"	"cathepsin H"		"371315"
"urn:miriam:orphanet:371321"	"urn:miriam:orphanet:Orphanet_371321"	"purinergic receptor P2Y11"		"371321"
"urn:miriam:orphanet:371324"	"urn:miriam:orphanet:Orphanet_371324"	"zinc finger protein 365"		"371324"
"urn:miriam:orphanet:371333"	"urn:miriam:orphanet:Orphanet_371333"	"syntaxin 1A"		"371333"
"urn:miriam:orphanet:371358"	"urn:miriam:orphanet:Orphanet_371358"	"phosphatidylinositol glycan anchor biosynthesis class T"		"371358"
"urn:miriam:orphanet:371364"	"urn:miriam:orphanet:Orphanet_371364"	"Hypotonia-speech impairment-severe cognitive delay syndrome"	"Hypotonia-speech impairment-severe cognitive delay syndrome is a rare, genetic neurodegenerative disorder characterized by severe, persistent hypotonia (presenting at birth or in early infancy), severe global developmental delay (with poor or absent speech, difficulty or inability to roll, sit or walk), profound intellectual disability, and failure to thrive. Additional manifestations include microcephaly, progressive peripheral spasticity, bilateral strabismus and nystagmus, constipation, and variable dysmorphic facial features (including plagiocephaly, broad forehead, small nose, low-set ears, micrognathia and open mouth with tented upper lip)."	"371364"
"urn:miriam:orphanet:371428"	"urn:miriam:orphanet:Orphanet_371428"	"Multicentric osteolysis-nodulosis-arthropathy spectrum"	"Multicentric osteolysis-nodulosis-arthropathy (MONA) spectrum is a rare genetic chronic skeletal disorder characterized by peripheral osteolysis (especially carpal and tarsal bones), interphalangeal joint erosions, subcutaneous fibrocollagenous nodules, facial dysmorphism, and a wide range of associated manifestations."	"371428"
"urn:miriam:orphanet:371433"	"urn:miriam:orphanet:Orphanet_371433"	"Genetic periodic paralysis"		"371433"
"urn:miriam:orphanet:371436"	"urn:miriam:orphanet:Orphanet_371436"	"Genetic neurovascular malformation"		"371436"
"urn:miriam:orphanet:371439"	"urn:miriam:orphanet:Orphanet_371439"	"OBSOLETE: Genetic cerebrovascular dementia"		"371439"
"urn:miriam:orphanet:371442"	"urn:miriam:orphanet:Orphanet_371442"	"Sphingolipidosis with epilepsy"		"371442"
"urn:miriam:orphanet:371445"	"urn:miriam:orphanet:Orphanet_371445"	"Genetic syndromic esophageal malformation"		"371445"
"urn:miriam:orphanet:371601"	"urn:miriam:orphanet:Orphanet_371601"	"TBC1 domain family member 7"		"371601"
"urn:miriam:orphanet:371844"	"urn:miriam:orphanet:Orphanet_371844"	"solute carrier family 24 member 5"		"371844"
"urn:miriam:orphanet:371861"	"urn:miriam:orphanet:Orphanet_371861"	"Genetic hyperaldosteronism"		"371861"
"urn:miriam:orphanet:371931"	"urn:miriam:orphanet:Orphanet_371931"	"WD repeat domain 34"		"371931"
"urn:miriam:orphanet:371936"	"urn:miriam:orphanet:Orphanet_371936"	"serpin family B member 7"		"371936"
"urn:miriam:orphanet:371941"	"urn:miriam:orphanet:Orphanet_371941"	"dachsous cadherin-related 1"		"371941"
"urn:miriam:orphanet:371950"	"urn:miriam:orphanet:Orphanet_371950"	"FAT atypical cadherin 4"		"371950"
"urn:miriam:orphanet:37202"	"urn:miriam:orphanet:Orphanet_37202"	"Interstitial cystitis"	"Interstitial cystitis, also known as bladder pain syndrome (IC/BPS), is a rare chronic debilitating urogenital disease characterized by urinary frequency, urgency, and pelvic pain."	"37202"
"urn:miriam:orphanet:373"	"urn:miriam:orphanet:Orphanet_373"	"Simpson-Golabi-Behmel syndrome"	"Simpson-Golabi-Behmel syndrome (SGBS, also referred to as SGBS type 1) is a rare X-linked multiple congenital anomalies syndrome, characterized by pre- and postnatal overgrowth, distinctive craniofacial features, variable congenital malformations, organomegaly and an increased tumor risk."	"373"
"urn:miriam:orphanet:374"	"urn:miriam:orphanet:Orphanet_374"	"Goldenhar syndrome"	"Goldenhar syndrome (GS), also known as oculo-auriculo-vertebral dysplasia (OAV), is a rare developmental syndrome characterized by a classic triad of mandibular hypoplasia resulting in facial asymmetry, ear and/or eye malformations, and vertebral anomalies."	"374"
"urn:miriam:orphanet:375"	"urn:miriam:orphanet:Orphanet_375"	"Anti-glomerular basement membrane disease"	"Anti-glomerular basement membrane (anti-GBM) disease is a rapidly progressive and generally fulminant rare autoimmune condition characterized by the presence of anti-GBM antibodies, affecting glomerular and/or pulmonary capillaries. It may manifest as an isolated glomerulonephritis (anti-GBM nephritis) or as a pulmonary-renal syndrome with severe lung hemorrhage (Goodpasture's syndrome)."	"375"
"urn:miriam:orphanet:37553"	"urn:miriam:orphanet:Orphanet_37553"	"Cardiodysrhythmic potassium-sensitive periodic paralysis"	"Andersen's syndrome (AS) is a rare disorder characterized by periodic muscle paralysis, prolongation of the QT interval with a variety of ventricular arrhythmias (leading to predisposition to sudden cardiac death) and characteristic physical features: short stature, scoliosis, low-set ears, hypertelorism, broad nasal root, micrognathia, clinodactyly, brachydactyly and syndactyly."	"37553"
"urn:miriam:orphanet:37559"	"urn:miriam:orphanet:Orphanet_37559"	"Acquired kinky hair syndrome"	"Acquired progressive kinking of the hair (APKH) is a rare hair disorder characterized by the appearance of lustreless, curly, frizzy, and coarse hair generally during adolescence predominantly in the frontal, temporal, and vertex regions of the scalp. Eyelashes, as well as growth and pigmentation of the hair, may also be affected."	"37559"
"urn:miriam:orphanet:375701"	"urn:miriam:orphanet:Orphanet_375701"	"transforming growth factor beta receptor 3"		"375701"
"urn:miriam:orphanet:376"	"urn:miriam:orphanet:Orphanet_376"	"Gordon syndrome"	"Gordon syndrome, also known as distal arthrogryposis type 3, is an extremely rare multiple congenital malformation syndrome characterized by congenital contractures of hand and feet with variable degrees of severity of camptodactyly, clubfoot and, less frequently, cleft palate. Intelligence is normal but in some cases, additional abnormalities, such as short stature, kyphoscoliosis, ptosis, micrognathia, and cryptorchidism may also be present. Gordon syndrome, Marden-Walker syndrome and arthrogryposis with oculomotor limitation and electroretinal anomalies clinically and genetically overlap, and could represent variable expressions of the same condition."	"376"
"urn:miriam:orphanet:37612"	"urn:miriam:orphanet:Orphanet_37612"	"Episodic ataxia type 1"	"Episodic ataxia type 1 (EA1) is a frequent form of Hereditary episodic ataxia (EA; see this term) characterized by brief episodes of ataxia, neuromyotonia, and continuous interictal myokymia."	"37612"
"urn:miriam:orphanet:37629"	"urn:miriam:orphanet:Orphanet_37629"	"Neonatal neutropenia"		"37629"
"urn:miriam:orphanet:376401"	"urn:miriam:orphanet:Orphanet_376401"	"trafficking protein particle complex 11"		"376401"
"urn:miriam:orphanet:376411"	"urn:miriam:orphanet:Orphanet_376411"	"vacuolar protein sorting 45 homolog"		"376411"
"urn:miriam:orphanet:376495"	"urn:miriam:orphanet:Orphanet_376495"	"SZT2, KICSTOR complex subunit"		"376495"
"urn:miriam:orphanet:376502"	"urn:miriam:orphanet:Orphanet_376502"	"F-box and leucine rich repeat protein 4"		"376502"
"urn:miriam:orphanet:376535"	"urn:miriam:orphanet:Orphanet_376535"	"DEAD-box helicase 59"		"376535"
"urn:miriam:orphanet:376545"	"urn:miriam:orphanet:Orphanet_376545"	"interphotoreceptor matrix proteoglycan 1"		"376545"
"urn:miriam:orphanet:376557"	"urn:miriam:orphanet:Orphanet_376557"	"adenosine monophosphate deaminase 2"		"376557"
